class,text
Neutral,A Great iPhone 4S Review @engadget @iphone @apple http://t.co/gX07Qywe
Neutral,@apple Give Siri back!
Neutral,@Apple has lunched its new OS: iSO 5
Neutral,Bouquet for Jobs @Apple Store Nagoya http://t.co/pmEcxPug
Neutral,New #iOS5 notification center is a big improvement but @apple missed an easy trick by not making it fully available on lock screen.
Neutral,@apple http://t.co/LKm2JzIN
Neutral,The battle of voice controlled AI platforms. If they were mobile OS ind - same q's as in IE antitrust case in EU? Vlingo v @google v @apple
Neutral,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator - Posts on Twitter
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/gIHYpzWO #PampersHelloApps
Neutral,Or hide it.. RT @LucasBlack: Dear @Apple.Re: Newsstand. Don't advertise magazines for free:they're NOT free.Alsoallow us to remove the app.
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/fnbKNwmj #PampersHelloApps Ends10/21
Neutral,@Mommy_gaga  #Win an @Apple iPod Touch @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps
Neutral,I have to change my homepage from @apple.  Steve Jobs looks like an owl
Neutral,@msantram I want @apple to integrate Siri with @Quora.
Neutral,@MisThang2u nope they wouldn't even let me & my mom switch @apple she has an upgrade mine isn't do til march
Neutral,@Apple iOS5 is all well and good and has nice new features but I'm still waiting on an app that will go to work for me.
Neutral,As tribute to Steve @apple i'd consider renaming #Siri to Steve - he'll get your #Jobs done!  Forever remembered for his legacy.
Neutral,can't wait for @Spotify and @Apple to integrate with Siri.
Neutral,@rjpittman Why you won't use your @apple account.
Neutral,I hope @apple will release an app for Siri for us non-apple 4s users. #apple #iphone #siri
Neutral,strange i cannot put my newsstand app into any group. @apple wants to be our new paperboy #iOS #iphone
Neutral,In case you were curious like me.... IPhone 4S: Which Apple #iPhone is Best for Price Features? http://t.co/d1LonCzc @Apple #HealthIT #EHR
Neutral,Lemme just say iOS5 is mad cool BUT it needs A LOT of bug fixes @Apple
Neutral,I don't get it. Instead of @apple dropping the 16GB iPhone 4 down to $99 they release an 8GB one for $99???
Neutral,Dear @Apple iMessage client for desktop please :)
Neutral,#Siri is kinda slow tho impressed it got my accent and commands first time out. @apple
Neutral,Why doesn't the Genius have songs for Watch the Throne yet? HUH? @APPLE ?????
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/eYLm3pav #PampersHelloApps
Neutral,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator ---- Posts on Twitter
Neutral,@Blackberry -vs- @Apple iPhone?
Neutral,At @Apple HQ
Neutral,Our trip to SF and Silicon Valley is about to end. Visit @Apple HQ is one of the final stops. http://t.co/ikoOqdoc
Neutral,#iPhone4S in #Space http://t.co/glOaXhLe via @youtube#nasa @apple
Neutral,RT @stalkertard: hey @apple how about if IPhone4S = IPhone 4 Steve and you donate a small portion of the proceeds towards cancer rese ...
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/DLLabuAK #PampersHelloApps
Neutral,Do wish @hudl would come up with a native @apple Mac version of their video editor especially with HD video.  But love everything @hudl
Neutral,@_courtneytaylor @apple did you get a 4S?
Neutral,@apple should make Siri avalible for all devices not exclusive to the iPhone 4S
Neutral,Still a line @apple store Hillsdale mall #94402 http://t.co/wzVxNz8E
Neutral,@apple http://t.co/awASwV5u
Neutral,@Apple Why do you have a volume control in the fast app switcher!? Buttons. Volume buttons. You have them. Give me a brightness slider! #wtf
Neutral,Proof that my dad loves my sis more. RT @AnnaCorinne16 woke up to my dad at my door w my new iphone. he surprised me & went to @apple!
Neutral,@apple iphone 4s arrival on Tuesday!! #iPhone4S
Neutral,Too many iPhones.  @apple @dcoult #FirstWorldProblems http://t.co/Ck4yfFSY
Neutral,Dear @apple as a hoh/deaf user can you please add options for stronger and longer vibrate for #iphone4s ? Thank you! #hoh #deaf #ally
Neutral,At the Genius Bar... Waiting @apple store
Neutral,no kidding @thejabberwockey: Also @EricGreenspan don't forget @Apple stop closing the app store after each bloody purchase...
Neutral,So what is behind that giant silver door at the @apple store? #MacLife
Neutral,@robcollingridge @Apple @Google and with a URL that works http://t.co/vGSf529q
Neutral,@robcollingridge @Apple @Google Been looking at Samsung ChatON tonight very promising. Integrated with key apps http://t.co/DZsGPhqt
Neutral,@thejcurt unlocking it at @apple store. RIP Mr. Jobs.
Neutral,Siri is cool but more importantly handy and FUNNY. @Apple please configure it for Canada. What's with the racism EH?
Neutral,RT @Apple Yea our stores are open 7 days a week RT @Wasalu_Flora Me too? RT @DJ_BMONEY iPad ..+ iPhone 4s..= My Christmas gifts to my self.
Neutral,#IOS5  needed to include a landscape mode for reminders @Apple
Neutral,De la nada mi #iPhone4 se fue a negro y empez a vibrar hubo que resetearlo que onda con #iOS5 WTFH @Apple
Neutral,http://t.co/CvEKdOIQ line at @Apple northpark #dallas mall. #4GSiPhone
Neutral,@davidcohen Sounds like 2nd day strategy isn't working. We got ours yesterday - in and out in no time. @Apple staff awesome/efficient!
Neutral,@sprint is slow slow slow. beware when signing with #SlowSprint. @apple #iphone #iphone4 #iphone4s #Siri #android #TheBufferingNetwork
Neutral,Waiting on line @Apple store at west 14th Street.
Neutral,In honor of Steve Jobs. @apple #RIPSteve http://t.co/NyjhkNoU
Neutral,when is @apple gonna update the fact that i can't see emoji on twitter for mac?
Neutral,RT @ajrogers Purdie Rogers tribute to #SteveJobs and @apple. We spray painted the Macintosh Plus w.. http://t.co/AlDicTd1
Neutral,RT @ajrogers Purdie Rogers tribute to #SteveJobs and @apple. We spray painted the Macintosh Plus w.. http://t.co/oMXjhZh0
Neutral,@apple so why is the ios support for 2nd gen ipods discontinued? It is only 3 years old? Give us an ios update please!
Neutral,Just had a look on eBay for iPhone 4s and some have 131624 bids at well over 500 some 530 (16gb white)  they are 499 delivered @apple
Neutral,#SaturdayCute: Shit That #Siri Says. @Apple designers knew what people were going to ask the new digital assistant... http://t.co/Ecji1iIo
Neutral,@thatstevegray done that buddy just  surprised that there's no option from @apple & if you turn it back on it brings back the pics u delete
Neutral,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator --- Posts on Twitter
Neutral,So @apple changed the look of their on/off toggle. I wonder how long it will take for all the hip web apps to follow...
Neutral,I want everybody on earth to iMessage me.  Is there anyway the world can iMessage me without giving them my phone number??? @Apple
Neutral,RT @MyMelange: Wall to wall people security and a huge line outside just to get in the @Apple store.  http://t.co/i1khkgJm
Neutral,Whoa! Line at @apple store in Glendale for iPhone 4S  http://t.co/yZlpogXB
Neutral,Follow me and I follow you!! @iOS5 @fansoflilwayne @follow @apple
Neutral,Salesperson at #soho @Apple store it doesn't matter how many people are lined up out front. They're not gonna get one #iphone4s
Neutral,@apple and I'm looking at the outside & all you see is sticky notes about steve jobs
Neutral,@samsung and @apple never rest as they battle in court yet again over tablets.(not the pills)
Neutral,Iphone update is great but seriously @apple let me delete stuff I dont want like gamecenter. Steve wont mind...
Neutral,@rjakesuk mine is past the warranty and I don't have AppleCare. #ios5 @apple
Neutral,If @Apple could put the USB female connector in cars would be #Dope
Neutral,What do we have to do to get Flash on #iPad? @Apple please please please change your mind. Thank you in advance! @kusi_sk  @PeterNemcok
Neutral,@ireton Perhaps it's time for @Apple to come out with an app called iSuck that lets you know which apps are killing your battery life
Neutral,20 min line @apple store @short pump.
Neutral,Lol @Apple support playing Mary J Blige during the wait time.
Neutral,RT @TheMacMob: Sprint Verizon & AT&T @Apple Stores http://t.co/ZOzR0UUz
Neutral,@xwordy iCloud was new; I didn't need weather or stocks but they were there pre #ios5 so I'm not hopeful that this will help @apple
Neutral,Thinking more I want Android to do an iMessage service & for @Google & @Apple to interconnect. They would if the cared about their users.
Neutral,@apple in Austin:  domain location - umbrellas are nice but being staffed properly would be better.
Neutral,bored - need a new intriguing #app for my #iPad.  Any suggestions?  @apple #yyc @Gadget_Guy
Neutral,@KeepnUpWitTBoyd @AppStore @iTunesMusic they fixed a bug Thursday after I had done my update? Thus my issue spent Fri @apple  #iOS5
Neutral,And @Apple I still have an old MBP from 2006 which I use - which can't run #Lion I still like to sync it!
Neutral,@moLifer26 @apple When we find people standing in the middle of blood-soaked rooms saying Siri told me to? #noreallyihearvoices
Neutral,...now with Siri were talking to our iPhones... how will we ever know if people are really truly crazy? :P #iphone4s #Siri #apple @apple
Neutral,@notleifgarrett @apple you'll be able to afford that mansion one day.
Neutral,@fabi_m not that I know of. I think it is only on iOS should get @apple to make a desktop app :)
Neutral,@notleifgarrett @apple wished their on hold music played Pictures of You.
Neutral,@RealEstateGuyWI All about yesterday's @Apple upgrade. Helpful but maddening
Neutral,after being on hold with @apple for the last 30 mins i really like their music selection of on-hold music. White Stripes Ray Lamontagne...
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/g8Uof7uz #PampersHelloApps
Neutral,@vlingo is a POOR substitute for Siri!! Yo @APPLE gimmie Siri!!!!
Neutral,@Apple Scrapple. (:
Neutral,@tvnewschick @apple Oh no! Why not?! I want it to be love-love-love! It's a lot of dough to spend otherwise...
Neutral,One of the great #entrepreneurs has died. #Steve #Jobs has passed away. Our hearts go out to his family and everyone at @Apple
Neutral,@fashionNOGuilt haha! tomorrow should be less hectic too! 'cause everyone and their moms was at the @apple store today! ;]
